"marsrutas","sustojimo data","M","BendrasAtstumas","BendrasSvoris","BendrasLaikas","BendraKaina"
613,2018-01-09,1,0,11.4,"04:42",2.9
613,2018-01-10,1,22.385,200.2,"04:00",9.48
613,2018-01-11,1,0,5.6,"04:04",2.86
613,2018-01-12,1,0,2.35,"00:19",0.92
613,2018-01-16,1,99.388,248.6,"07:32",33.56
613,2018-01-17,1,0,91.35,"05:25",7.07
613,2018-01-18,1,0,0.1,"00:39",1.65
613,2018-01-19,1,103.889,176,"08:34",33.73
613,2018-01-22,1,0,116.2,"07:32",10.09
613,2018-01-25,1,0,90.25,"07:32",2.87
613,2018-01-26,1,0,22.95,"06:41",3.88
613,2018-01-29,1,15.4,81.65,"06:04",12.87
613,2018-01-30,1,0,185.25,"05:02",13.33
613,2018-01-31,1,0,75.6,"04:24",7.09
614,2018-01-02,1,131.064,118.95,"06:13",15.01
614,2018-01-03,1,162.719,386.2,"08:11",36.79
614,2018-01-04,1,180.597,290.1,"08:32",33.21
614,2018-01-08,1,141.967,187.2,"08:17",25.55
614,2018-01-09,1,175.828,378.81,"08:29",34.18
614,2018-01-10,1,166.386,405.68,"08:07",42.39
614,2018-01-11,1,173.063,386.07,"08:18",29.81
614,2018-01-12,1,157.863,461.75,"08:36",30.82
614,2018-01-13,1,10.096,33.4,"00:53",8.63
614,2018-01-15,1,193.132,161.81,"07:40",25.69
614,2018-01-16,1,193.809,340.2,"08:28",50.81
614,2018-01-17,1,156.61,431.7,"07:49",37.2
614,2018-01-18,1,151.435,205.25,"07:46",25.61
614,2018-01-22,1,183.717,201.98,"07:29",20.78
614,2018-01-23,1,172.197,187.18,"08:38",34.77
614,2018-01-24,1,146.435,333.08,"07:51",29.31
614,2018-01-25,1,160.358,572,"07:58",29.77
614,2018-01-26,1,196.086,292.65,"08:13",27.13
614,2018-01-30,1,159.335,194.86,"06:33",19.78
614,2018-01-31,1,157.332,58.35,"06:06",23.31
700,2018-01-02,1,23.221,4935.4,"08:04",35.4
700,2018-01-03,1,20.661,5648.95,"07:40",33.24
700,2018-01-04,1,135.597,6177.2,"10:45",41.4
700,2018-01-05,1,35.899,7613.95,"06:32",42
700,2018-01-08,1,95.013,2244.9,"08:12",26.12
700,2018-01-09,1,89.81,9072.75,"10:09",60.63
700,2018-01-10,1,192.67,3729.6,"09:33",38.45
700,2018-01-11,1,118.383,2592.65,"06:29",27.7
700,2018-01-12,1,153.039,4547.5,"09:56",40.58
700,2018-01-16,1,204.196,8084.45,"10:21",43.79
700,2018-01-17,1,40.32,6635.5,"08:16",38.48
700,2018-01-18,1,59.174,7030.2,"09:07",46.11
700,2018-01-19,1,33.14,2746.65,"09:39",21.01
700,2018-01-22,1,17.73,1319.55,"03:05",10.11
700,2018-01-23,1,153.863,2678.35,"10:14",32.19
700,2018-01-24,1,149.934,712.85,"07:06",14.25
700,2018-01-25,1,168.959,1451.85,"07:43",17.28
700,2018-01-26,1,115.261,1731.75,"07:26",20.23
700,2018-01-31,1,42.591,7178.05,"07:05",42
730,2018-01-02,1,162.516,259.85,"05:49",23.77
730,2018-01-03,1,181.313,468.2,"06:22",29.33
730,2018-01-04,1,207.48,1088.25,"06:04",36.98
730,2018-01-05,1,184.052,398.35,"05:54",29.07
730,2018-01-08,1,189.297,468.3,"08:05",29.17
730,2018-01-09,1,227.263,682,"09:30",42.09
730,2018-01-10,1,218.403,701.65,"06:55",37.09
730,2018-01-11,1,215.817,1119.3,"07:33",31
730,2018-01-12,1,184.37,1013.05,"07:42",33.21
730,2018-01-13,1,7.611,31.7,"01:22",7.4
730,2018-01-15,1,216.694,735.95,"07:39",33.85
730,2018-01-16,1,215.241,301.23,"06:06",28.29
730,2018-01-17,1,203.287,1331.9,"07:46",34.48
730,2018-01-18,1,207.199,610.3,"07:49",31.65
730,2018-01-19,1,184.21,690.2,"05:24",30.65
730,2018-01-22,1,187.567,348.72,"06:14",26.78
730,2018-01-23,1,212.31,422.9,"09:54",34.92
730,2018-01-24,1,211.612,729.6,"05:57",35.91
730,2018-01-25,1,194.167,1053.6,"06:42",36.38
730,2018-01-26,1,219.592,404.1,"06:53",26.33
730,2018-01-29,1,171.392,854.3,"06:16",25.39
730,2018-01-30,1,205.554,435.75,"08:08",30.87
730,2018-01-31,1,213.314,476.7,"06:38",32.08
731,2018-01-02,1,190.631,157.1,"07:24",24.28
731,2018-01-03,1,177.441,262.26,"08:44",35.7
731,2018-01-04,1,154.533,226.42,"06:25",31.13
731,2018-01-05,1,143.567,275.45,"06:31",33.36
731,2018-01-08,1,204.22,196.05,"07:56",34.26
731,2018-01-09,1,192.506,710.8,"10:08",40.21
731,2018-01-10,1,146.539,245.55,"06:43",32.71
731,2018-01-11,1,187.909,161.95,"07:55",36.61
731,2018-01-12,1,216.058,189.75,"06:44",27.73
731,2018-01-15,1,214.071,122.9,"08:05",30.83
731,2018-01-16,1,216.315,218.68,"08:14",36.34
731,2018-01-17,1,131.979,182.25,"07:34",29.01
731,2018-01-18,1,183.407,308.6,"08:56",36.22
731,2018-01-19,1,174.579,142.63,"07:06",28.02
731,2018-01-22,1,187.11,203.01,"08:14",30.7
731,2018-01-23,1,210.375,163.9,"07:34",30.02
731,2018-01-24,1,200.187,330.9,"07:26",36.12
731,2018-01-25,1,195.719,191.15,"08:35",32.27
731,2018-01-26,1,159.591,164.45,"08:52",29.46
731,2018-01-29,1,161.905,258.57,"06:32",27.05
731,2018-01-30,1,199.875,441.79,"08:35",36.13
731,2018-01-31,1,180.121,233.35,"08:57",37.28
732,2018-01-02,1,200.558,358.25,"05:34",30.23
732,2018-01-03,1,116.477,540.35,"06:06",39.28
732,2018-01-04,1,123.728,513.8,"05:51",41.13
732,2018-01-05,1,120.917,432.39,"05:57",45.72
732,2018-01-08,1,139.18,585.9,"06:05",38.99
732,2018-01-09,1,132.917,887.85,"07:14",60.11
732,2018-01-10,1,122.377,740.1,"05:49",43.01
732,2018-01-11,1,119.056,658.6,"05:16",41.18
732,2018-01-12,1,130.221,533.81,"06:13",40.95
732,2018-01-15,1,130.843,706.44,"05:38",37.1
732,2018-01-16,1,131.204,367.4,"05:34",36.39
732,2018-01-17,1,123.951,795.7,"05:23",37.37
732,2018-01-18,1,124.777,499.46,"08:29",34.71
732,2018-01-19,1,126.054,960.05,"06:01",41
732,2018-01-22,1,134.399,611.35,"08:31",30.51
732,2018-01-23,1,150.515,650.23,"08:53",41.65
732,2018-01-24,1,128.979,559.91,"05:26",39.3
732,2018-01-25,1,88.927,444.4,"08:57",40.69
732,2018-01-26,1,123.741,840.55,"08:13",42.98
732,2018-01-29,1,107.621,574.08,"10:16",35.79
732,2018-01-30,1,129.825,762.9,"06:23",44.12
732,2018-01-31,1,129.27,541.82,"06:07",42.2
733,2018-01-02,1,184.98,663.45,"08:51",35.6
733,2018-01-03,1,186.399,630.35,"07:22",42.92
733,2018-01-04,1,204.699,403.93,"06:42",39.97
733,2018-01-05,1,181.574,472.4,"07:01",40.13
733,2018-01-08,1,197.602,486.3,"07:34",37.34
733,2018-01-09,1,115.118,1099,"10:15",50.21
733,2018-01-10,1,179.877,441.05,"07:03",35.78
733,2018-01-11,1,178,542.5,"07:43",36.86
733,2018-01-12,1,104.022,449.1,"06:28",37.59
733,2018-01-15,1,190.84,350.37,"06:06",32.59
733,2018-01-16,1,197.858,596.25,"08:15",37.73
733,2018-01-17,1,161.615,850.1,"08:25",44.33
733,2018-01-18,1,189.072,644.45,"07:36",40.99
733,2018-01-19,1,188.449,462.8,"08:20",40.54
733,2018-01-22,1,193.757,402.9,"08:10",34.49
733,2018-01-23,1,182.082,729.75,"08:39",48.4
733,2018-01-24,1,262.555,728.4,"08:57",41.13
733,2018-01-25,1,184.392,483.8,"08:31",41.63
733,2018-01-26,1,202.469,672.5,"10:15",32.15
733,2018-01-29,1,220.133,522.95,"08:51",34.15
733,2018-01-30,1,198.561,576.1,"09:36",34.67
733,2018-01-31,1,183.345,320.8,"08:06",31.68
734,2018-01-02,1,242.63,188.25,"08:53",40.83
734,2018-01-03,1,266.949,310.3,"09:05",40.14
734,2018-01-04,1,242.941,197.9,"09:05",44.21
734,2018-01-05,1,259.034,286,"07:58",36.43
734,2018-01-08,1,269.23,282.05,"08:21",52.18
734,2018-01-09,1,220.215,249.3,"07:16",42.42
734,2018-01-10,1,246.952,694.65,"09:06",40.84
734,2018-01-11,1,254.904,278.4,"08:23",47.07
734,2018-01-12,1,271.58,267.65,"08:01",42.43
734,2018-01-15,1,260.041,282.41,"09:02",37.82
734,2018-01-16,1,250.5,209,"08:14",38.81
734,2018-01-17,1,245.429,805.28,"08:33",45.45
734,2018-01-18,1,252.48,525.95,"08:03",47.14
734,2018-01-19,1,244.501,300.58,"08:08",44.57
734,2018-01-22,1,225.648,134.05,"07:47",31.01
734,2018-01-23,1,227.523,413.95,"07:53",32.58
734,2018-01-24,1,245.084,630.45,"07:31",34.25
734,2018-01-25,1,243.709,1132.35,"09:13",46.44
734,2018-01-26,1,236.825,340.85,"07:45",33.7
734,2018-01-29,1,286.81,830.35,"09:26",35.71
734,2018-01-30,1,247.974,312.8,"09:10",42.99
734,2018-01-31,1,245.035,117.95,"07:59",38.99
735,2018-01-02,1,331.531,926.4,"07:01",34.21
735,2018-01-03,1,281.508,252.05,"09:07",35.11
735,2018-01-04,1,282.369,227,"08:01",33.47
735,2018-01-05,1,299.366,251.3,"08:33",46.17
735,2018-01-08,1,242.219,289.25,"06:16",33.76
735,2018-01-09,1,288.439,1099.3,"08:52",52.06
735,2018-01-10,1,260.919,457.05,"06:29",40.92
735,2018-01-11,1,216.215,430.25,"05:34",36.41
735,2018-01-12,1,239.646,704.25,"06:33",50.09
735,2018-01-15,1,258.333,378.5,"07:46",28.45
735,2018-01-16,1,241.23,764.25,"06:36",46.23
735,2018-01-17,1,266.31,671.85,"06:52",41.22
735,2018-01-18,1,216.658,269.45,"05:17",33.43
735,2018-01-19,1,224.37,925.2,"07:27",37.69
735,2018-01-22,1,257.98,423.3,"05:32",31.13
735,2018-01-23,1,264.466,805.5,"07:31",45.43
735,2018-01-24,1,246.281,318.75,"06:15",33.93
735,2018-01-25,1,224.228,1281.81,"05:56",38.76
735,2018-01-26,1,193.485,523.15,"05:40",38.5
735,2018-01-29,1,246.837,953.1,"05:58",37.94
735,2018-01-30,1,264.062,671.25,"06:50",38.78
735,2018-01-31,1,216.49,486.55,"05:38",39.5
736,2018-01-02,1,25,220.25,"03:33",10.59
736,2018-01-03,1,50,980.35,"08:45",27.54
736,2018-01-04,1,56,1021.54,"09:01",27.47
736,2018-01-05,1,48,751.15,"08:25",26.39
736,2018-01-08,1,63,899.05,"08:48",31.75
736,2018-01-09,1,40,671.2,"07:35",29.65
736,2018-01-10,1,40,846.69,"08:39",34.66
736,2018-01-11,1,35,661.9,"07:26",23.18
736,2018-01-12,1,30,491.4,"07:35",28.37
736,2018-01-15,1,40,619.95,"08:05",25.43
736,2018-01-16,1,139,736.07,"08:54",25.99
736,2018-01-17,1,33,1124.3,"07:29",27.3
736,2018-01-18,1,46,557.71,"08:03",25.04
736,2018-01-19,1,45.658,468.95,"07:54",22.61
736,2018-01-22,1,69.442,690.28,"07:18",20.15
736,2018-01-23,1,32.141,612.6,"07:20",26.07
736,2018-01-24,1,95.498,639.56,"08:01",22.44
736,2018-01-25,1,59.151,661.35,"07:32",25.27
736,2018-01-26,1,35.923,578.85,"07:31",24.37
736,2018-01-29,1,20.982,400,"07:26",22.38
736,2018-01-30,1,125.334,543.85,"08:24",21.92
736,2018-01-31,1,39.695,485.2,"07:49",22.77
737,2018-01-02,1,76.133,628.8,"09:01",23.98
737,2018-01-03,1,42.082,636.4,"05:36",21.22
737,2018-01-04,1,36.648,491.55,"05:27",21.2
737,2018-01-05,1,37.548,798.15,"04:25",21.87
737,2018-01-09,1,79.595,862.4,"08:26",33.83
737,2018-01-10,1,79.369,1078.35,"09:07",39.14
737,2018-01-11,1,81.575,1387.95,"08:51",33.84
737,2018-01-12,1,82.967,942.35,"08:23",31.86
737,2018-01-15,1,104.447,2453.67,"09:20",32.98
737,2018-01-16,1,68.073,704.6,"08:44",28.09
737,2018-01-17,1,72.898,1187.1,"08:47",34.78
737,2018-01-18,1,74.922,1212.35,"08:49",28.32
737,2018-01-19,1,67.703,784.65,"08:17",25.16
737,2018-01-22,1,69.903,2166.56,"08:40",28.83
737,2018-01-23,1,62.319,1345.5,"08:02",28.32
737,2018-01-24,1,66.291,1206.45,"09:00",27.55
737,2018-01-25,1,67.705,1152.55,"09:09",29.17
737,2018-01-26,1,63.335,1092.12,"08:26",26.68
737,2018-01-29,1,55.344,632.1,"09:29",22.17
737,2018-01-30,1,64.048,862.7,"08:49",30.82
737,2018-01-31,1,87.606,1987.7,"08:33",32.64
738,2018-01-03,1,192.015,634.85,"07:14",43.28
738,2018-01-04,1,186.64,202.05,"05:25",28.73
738,2018-01-05,1,192.125,320.85,"07:22",36.23
738,2018-01-09,1,210.083,439.95,"08:01",44.28
738,2018-01-10,1,188.059,452.25,"07:18",38.6
738,2018-01-11,1,179.909,648.2,"05:06",36.82
738,2018-01-12,1,230.672,258.06,"06:11",38.62
738,2018-01-16,1,200.318,200.2,"07:54",40.63
738,2018-01-17,1,183.547,558.7,"05:08",32.84
738,2018-01-18,1,199.671,540.95,"05:11",34.95
738,2018-01-19,1,188.428,571.78,"04:59",31.35
738,2018-01-23,1,191.852,379.55,"05:50",34.95
738,2018-01-24,1,183.958,264.6,"04:30",31.57
738,2018-01-25,1,183.746,499.95,"04:56",34.35
738,2018-01-26,1,197.444,386.75,"06:32",40.16
738,2018-01-30,1,201.303,394.54,"06:37",38.58
738,2018-01-31,1,209.103,442.05,"06:36",40.26
739,2018-01-02,1,155.866,351.6,"09:14",27.87
739,2018-01-03,1,150.317,886.45,"08:59",33.55
739,2018-01-04,1,171.325,681.75,"09:28",34.24
739,2018-01-05,1,126.175,353.75,"09:10",32.22
739,2018-01-08,1,149,378.85,"09:28",26.74
739,2018-01-09,1,149.959,218.45,"09:14",31.17
739,2018-01-10,1,170.905,612.35,"09:17",36.33
739,2018-01-11,1,149.627,575.79,"09:00",37.24
739,2018-01-12,1,145.464,470.21,"09:01",29.71
739,2018-01-15,1,172.402,393.15,"09:16",24.62
739,2018-01-16,1,159.853,803.21,"09:18",36.31
739,2018-01-17,1,175.722,554.65,"08:47",42.29
739,2018-01-18,1,167.307,326.9,"09:19",36.07
739,2018-01-19,1,47.654,323.65,"08:37",32.35
739,2018-01-22,1,169.213,283.65,"09:19",26.05
739,2018-01-23,1,53.886,326.9,"08:57",34.43
739,2018-01-24,1,142.12,529.22,"08:52",32.3
739,2018-01-25,1,158.381,437.45,"09:12",34.3
739,2018-01-26,1,189.848,361.82,"09:02",29.86
739,2018-01-29,1,45.716,341.25,"09:29",21.28
739,2018-01-30,1,191.303,784.71,"09:07",34.31
739,2018-01-31,1,169,504.4,"09:08",31.06
740,2018-01-02,1,148.877,749.93,"07:29",43.76
740,2018-01-03,1,129.284,524.35,"07:14",41.85
740,2018-01-04,1,128.771,691.85,"06:39",35.33
740,2018-01-05,1,131.808,559.5,"06:55",42.75
740,2018-01-08,1,144.723,661.7,"06:31",32.77
740,2018-01-09,1,128.884,917.1,"07:38",55.6
740,2018-01-10,1,135.577,850.73,"06:44",38.79
740,2018-01-11,1,155.34,692.15,"07:39",46.43
740,2018-01-12,1,123.933,567.51,"05:55",35.05
740,2018-01-15,1,131.522,235.9,"07:49",39.35
740,2018-01-16,1,113.14,696.4,"06:35",43.62
740,2018-01-17,1,126.03,673.25,"05:48",29.05
740,2018-01-18,1,104.436,499.1,"05:50",32.36
740,2018-01-19,1,116.326,568.6,"06:03",38.39
740,2018-01-22,1,150.751,432.58,"06:33",33.18
740,2018-01-23,1,114.442,498.35,"07:08",40.49
740,2018-01-24,1,115.206,726.3,"06:44",39.56
740,2018-01-25,1,119.009,460.2,"06:08",33.39
740,2018-01-26,1,112.377,572.17,"06:30",37.23
740,2018-01-29,1,116.877,516.25,"06:22",35.42
740,2018-01-30,1,124.288,1074.15,"07:07",44.55
740,2018-01-31,1,130.985,530.45,"06:56",36.74
752,2018-01-02,1,0,47.55,"03:51",2.66
752,2018-01-03,1,0,153.25,"10:45",4.81
752,2018-01-04,1,0,27.7,"10:39",6.39
752,2018-01-05,1,0,144.6,"09:35",6.01
752,2018-01-08,1,0,105.85,"03:16",5.7
752,2018-01-09,1,0,54.5,"03:08",6.42
752,2018-01-10,1,0,131.05,"02:19",5.45
752,2018-01-11,1,0,48.95,"00:35",3.24
752,2018-01-12,1,31,16.45,"11:01",6.39
752,2018-01-15,1,0,33.9,"02:27",3.06
752,2018-01-16,1,62,383.05,"10:34",25.88
752,2018-01-17,1,25.516,227,"04:25",7.59
752,2018-01-18,1,15.149,181.35,"03:17",8.27
752,2018-01-19,1,0,14.45,"09:02",5.67
752,2018-01-22,1,0,24.45,"00:47",1.75
752,2018-01-23,1,31.588,331.9,"11:00",27.35
752,2018-01-24,1,39,262.3,"10:04",21.44
752,2018-01-25,1,90.498,605.05,"12:34",25.23
752,2018-01-26,1,15.003,255.4,"09:56",6.68
752,2018-01-29,1,0,1.45,"01:54",1.62
752,2018-01-30,1,59.818,324.2,"10:48",27.29
752,2018-01-31,1,0,6.4,"02:36",56.89
754,2018-01-02,1,41.536,582.1,"08:08",16.64
754,2018-01-03,1,43.412,1326.85,"07:45",32.65
754,2018-01-04,1,58.491,3050.32,"08:05",34.79
754,2018-01-05,1,50.141,1731.15,"07:43",29.32
754,2018-01-06,1,7.614,54.55,"01:23",5.74
754,2018-01-08,1,57.977,1554.1,"07:50",35.64
754,2018-01-09,1,53.466,3406.3,"08:31",39.7
754,2018-01-10,1,52.887,4635,"08:12",42.04
754,2018-01-11,1,54.345,3364.33,"08:01",41.82
754,2018-01-12,1,43.345,1365.4,"07:37",26.08
754,2018-01-15,1,56.75,1494.55,"08:27",24.94
754,2018-01-16,1,58.378,4032.05,"08:15",39.7
754,2018-01-17,1,201.592,4725,"08:28",45.11
754,2018-01-18,1,50.898,2528.8,"08:39",35.1
754,2018-01-19,1,58.547,2389.55,"07:58",31.28
754,2018-01-20,1,12.321,106.9,"01:16",9.13
754,2018-01-22,1,40.323,928.05,"08:26",22.84
754,2018-01-23,1,49.368,2711.85,"07:42",34.84
754,2018-01-24,1,137.505,2189.95,"07:32",31.92
754,2018-01-25,1,70.241,3921.66,"08:00",40.05
754,2018-01-26,1,59.183,2002.5,"07:55",32.55
754,2018-01-27,1,12.119,32.85,"00:44",4.84
754,2018-01-29,1,45.192,629.4,"07:51",20.92
754,2018-01-30,1,55.979,2683.75,"07:45",29.08
754,2018-01-31,1,142.693,2890.5,"08:18",34.9
760,2018-01-02,1,134.654,1108.6,"08:13",60.28
760,2018-01-03,1,206.701,1188.45,"07:58",72.59
760,2018-01-04,1,208.715,1387.2,"08:31",74.66
760,2018-01-05,1,135.903,1630.84,"07:56",71.84
760,2018-01-08,1,170.103,1806.55,"08:38",74.79
760,2018-01-09,1,228.308,1278.15,"08:22",71.74
760,2018-01-10,1,181.276,1259,"07:49",64.53
760,2018-01-11,1,194.263,1480.5,"08:42",81.7
760,2018-01-12,1,157.153,1843.55,"07:16",63.54
760,2018-01-15,1,183.335,1532.53,"08:09",59.79
760,2018-01-16,1,172.422,1909.55,"08:41",86.15
760,2018-01-17,1,173.075,1174.45,"07:14",70.49
760,2018-01-18,1,182.437,1433.4,"08:21",73.13
760,2018-01-19,1,193.169,1291.6,"07:39",58.61
760,2018-01-22,1,110.821,1214.5,"05:41",51.16
760,2018-01-23,1,204.3,952.3,"07:24",62.85
760,2018-01-24,1,89.944,1236.9,"05:37",56.29
760,2018-01-25,1,149.109,1640.9,"08:05",78.31
760,2018-01-26,1,137.296,1728.2,"07:13",65.39
760,2018-01-29,1,107.025,588.85,"05:40",54.22
760,2018-01-30,1,188.11,3263.7,"09:11",80.53
760,2018-01-31,1,203.365,885.81,"07:57",71.19
800,2018-01-02,1,94.982,339.4,"07:41",21.33
800,2018-01-03,1,74.548,411.48,"08:12",29.7
800,2018-01-04,1,60.856,423.25,"07:27",28.86
800,2018-01-05,1,110.191,485.45,"08:01",34.08
800,2018-01-08,1,74.425,368.3,"07:49",22.72
800,2018-01-09,1,117.554,386.82,"07:12",32.52
800,2018-01-10,1,96.601,495.9,"07:44",37.14
800,2018-01-11,1,49.058,510.6,"08:20",33.01
800,2018-01-12,1,93.499,415.76,"08:43",30.79
800,2018-01-15,1,137.42,386.9,"08:35",29.07
800,2018-01-16,1,113.22,563.2,"09:54",45.31
800,2018-01-17,1,173.853,612.75,"10:08",43.95
800,2018-01-18,1,96.762,535.95,"08:56",36.48
800,2018-01-19,1,87.027,496.85,"07:41",35.56
800,2018-01-22,1,88.26,411.45,"09:19",27.38
800,2018-01-23,1,93.311,529.45,"07:59",36.95
800,2018-01-24,1,108.358,248.38,"08:37",24.56
800,2018-01-25,1,101.837,670.2,"08:40",38.13
800,2018-01-26,1,97.561,429.67,"08:04",32.11
800,2018-01-29,1,149.104,364.05,"08:24",28.64
800,2018-01-30,1,141.946,342.2,"08:40",31.53
800,2018-01-31,1,102.54,544,"08:06",30.49
801,2018-01-02,1,62.64,433.15,"08:30",27.24
801,2018-01-03,1,58.28,1576.9,"09:07",37.49
801,2018-01-04,1,55.226,485.23,"08:13",29.34
801,2018-01-05,1,55.263,647.95,"07:56",32.67
801,2018-01-08,1,68.684,854.95,"08:28",33.06
801,2018-01-09,1,58.557,853.4,"08:52",45.94
801,2018-01-10,1,56.125,427.15,"08:55",31.99
801,2018-01-11,1,55.48,553.27,"09:03",34.92
801,2018-01-12,1,53.52,429.55,"09:08",28.03
801,2018-01-15,1,61.432,476.75,"08:36",28.08
801,2018-01-16,1,134.856,907.55,"09:49",41.84
801,2018-01-17,1,64.077,550.65,"10:05",36.87
801,2018-01-18,1,77.611,671.6,"09:16",37.04
801,2018-01-19,1,65.713,562,"10:01",32.82
801,2018-01-22,1,55.204,520.6,"08:18",30.06
801,2018-01-23,1,65.886,654.95,"09:10",36.47
801,2018-01-24,1,62.813,544.2,"09:22",33.84
801,2018-01-25,1,65.607,427.65,"09:21",30.96
801,2018-01-26,1,52.889,463.1,"07:50",27.83
801,2018-01-29,1,93.6,519.13,"08:47",24.8
801,2018-01-30,1,60.434,1128.16,"09:15",43.63
801,2018-01-31,1,63.935,1304.71,"09:29",32.77
802,2018-01-02,1,176.359,84,"06:18",26.57
802,2018-01-03,1,263.399,309.9,"08:10",42.73
802,2018-01-04,1,240.891,349.4,"07:01",37.85
802,2018-01-05,1,235.983,269.58,"06:27",34.79
802,2018-01-08,1,197.795,148.1,"06:28",36.98
802,2018-01-09,1,259.896,369.78,"07:10",44.03
802,2018-01-10,1,234.668,402.35,"07:43",43.46
802,2018-01-11,1,184.622,383.35,"06:14",39.41
802,2018-01-12,1,228.735,281.5,"06:26",30.09
802,2018-01-15,1,212.016,376.65,"06:21",32.23
802,2018-01-16,1,302.812,439.5,"09:42",58.27
802,2018-01-17,1,280.945,211.5,"09:41",49.14
802,2018-01-18,1,231.593,225.1,"08:55",49.98
802,2018-01-19,1,265.111,277.15,"09:06",40.17
802,2018-01-22,1,212.293,101.96,"06:05",24.3
802,2018-01-23,1,182.03,279.82,"07:14",44.88
802,2018-01-24,1,239.714,282.5,"07:08",37.06
802,2018-01-25,1,203.823,173.25,"07:06",32.63
802,2018-01-26,1,124.017,274.1,"06:07",30.07
802,2018-01-29,1,194.59,164.05,"07:00",25.92
802,2018-01-30,1,237.341,277.7,"07:50",44.74
802,2018-01-31,1,245,264.15,"08:25",37.36
805,2018-01-03,1,201.331,189.85,"10:22",37.56
805,2018-01-04,1,221.638,407.79,"10:51",40.06
805,2018-01-05,1,212.192,604.32,"10:40",43.1
805,2018-01-08,1,197.59,320.6,"08:36",35.96
805,2018-01-09,1,193.958,618.65,"10:51",51.58
805,2018-01-10,1,206.575,636.35,"10:16",46.33
805,2018-01-11,1,176.826,571.9,"08:15",39.37
805,2018-01-12,1,187.191,449.4,"08:52",45.5
805,2018-01-15,1,172.758,491.3,"07:46",28.02
805,2018-01-16,1,247.695,393.26,"10:35",47.02
805,2018-01-17,1,228.419,418.9,"10:02",45.78
805,2018-01-18,1,254.535,443.7,"09:02",42.11
805,2018-01-19,1,204.822,480.65,"08:06",38.87
805,2018-01-22,1,159.347,196.75,"06:31",28.6
805,2018-01-23,1,184.062,428.65,"08:34",47.01
805,2018-01-24,1,258.92,538.92,"09:34",42.06
805,2018-01-25,1,168.193,324.45,"06:53",33.9
805,2018-01-26,1,187.895,254,"07:15",36.03
805,2018-01-29,1,238.64,288.21,"08:01",31.34
805,2018-01-30,1,221.734,488.7,"08:57",41.79
805,2018-01-31,1,160.261,342.55,"08:26",29.86
810,2018-01-02,1,50.877,362.15,"08:48",22.92
810,2018-01-03,1,44.72,514.05,"09:37",34.63
810,2018-01-04,1,43.533,711.1,"09:23",31.16
810,2018-01-05,1,54.973,940.05,"09:01",40.06
810,2018-01-08,1,45.634,1636.6,"07:27",35.44
810,2018-01-09,1,52.743,1077.2,"06:38",37.79
810,2018-01-10,1,40.985,1859.6,"08:55",39.14
810,2018-01-11,1,47.015,2831.5,"09:37",41.38
810,2018-01-12,1,59.616,2341.95,"09:22",42.1
810,2018-01-15,1,112.162,753.6,"12:02",33.15
810,2018-01-16,1,52.657,1452.45,"09:27",38.44
810,2018-01-17,1,66.1,1753.08,"09:39",33.62
810,2018-01-18,1,61.368,2026.6,"08:05",34.96
810,2018-01-19,1,43.385,656.7,"07:58",28.56
810,2018-01-22,1,53.764,1709,"09:07",33.18
810,2018-01-23,1,44.361,855.8,"09:11",32.67
810,2018-01-24,1,50.443,904,"07:17",37.12
810,2018-01-25,1,15.135,1190.64,"09:56",33.43
810,2018-01-26,1,47.904,924.5,"07:31",33.97
810,2018-01-29,1,41.535,985.65,"09:03",29.82
810,2018-01-30,1,27.997,1100.6,"07:20",35.84
810,2018-01-31,1,55.686,2241.1,"08:28",116.51
811,2018-01-02,1,68.709,399.8,"09:45",18.6
811,2018-01-03,1,66.609,288.45,"09:55",24.56
811,2018-01-04,1,43.857,139.81,"07:55",14.72
811,2018-01-05,1,91.243,281.95,"09:04",22.44
811,2018-01-08,1,80.084,304.6,"11:08",22.03
811,2018-01-09,1,71.293,390.7,"12:09",25.88
811,2018-01-10,1,79.14,531.8,"11:55",28.18
811,2018-01-11,1,67.389,778.35,"11:20",27.32
811,2018-01-12,1,59.303,235.21,"07:35",21.56
811,2018-01-15,1,49.223,84.67,"05:48",13.78
811,2018-01-16,1,70.002,382.9,"11:32",26.37
811,2018-01-17,1,76.498,2312.95,"13:08",34.44
811,2018-01-18,1,61.397,212.95,"10:27",23.45
811,2018-01-19,1,70.125,340.75,"11:01",19.92
811,2018-01-22,1,42.256,82.4,"06:45",12.42
811,2018-01-23,1,51.535,160.7,"05:49",17.49
811,2018-01-24,1,80.536,292.43,"11:57",27.87
811,2018-01-25,1,76.928,388.4,"10:58",22.65
811,2018-01-26,1,81.864,1193.05,"11:38",24.24
811,2018-01-29,1,80.864,488.99,"11:22",22.84
811,2018-01-30,1,42.16,446.7,"08:03",17.33
811,2018-01-31,1,58.971,310.65,"08:52",27.98
812,2018-01-02,1,202.705,319.25,"08:49",26.17
812,2018-01-03,1,203.199,421.45,"10:28",45.31
812,2018-01-04,1,222.285,747.7,"10:19",44.33
812,2018-01-05,1,253.861,698.65,"13:13",47
812,2018-01-06,1,11.831,35.1,"05:20",7.38
812,2018-01-08,1,247.984,963,"10:54",49.77
812,2018-01-09,1,220.338,594.94,"11:15",45.81
812,2018-01-10,1,241.426,581,"12:03",49.47
812,2018-01-11,1,251.513,476.75,"11:38",47.91
